Quarter,Ticker,Stock,%,Change,Unnamed: 0,Income_Revenue,Income_Cost Of Goods Sold,Income_Gross Profit,Income_Research And Development Expenses,Income_SG&A Expenses,Income_Other Operating Income Or Expenses,Income_Operating Expenses,Income_Operating Income,Income_Total Non-Operating Income/Expense,Income_Pre-Tax Income,Income_Income Taxes,Income_Income After Taxes,Income_Other Income,Income_Income From Continuous Operations,Income_Income From Discontinued Operations,Income_Net Income,Income_EBITDA,Income_EBIT,Income_Basic EPS,Income_EPS - Earnings Per Share,Balance_Cash On Hand,Balance_Receivables,Balance_Inventory,Balance_Pre-Paid Expenses,Balance_Other Current Assets,Balance_Total Current Assets,"Balance_Property, Plant, And Equipment",Balance_Long-Term Investments,Balance_Goodwill And Intangible Assets,Balance_Other Long-Term Assets,Balance_Total Long-Term Assets,Balance_Total Assets,Balance_Total Current Liabilities,Balance_Long Term Debt,Balance_Other Non-Current Liabilities,Balance_Total Long Term Liabilities,Balance_Total Liabilities,Balance_Common Stock Net,Balance_Retained Earnings (Accumulated Deficit),Balance_Comprehensive Income,Balance_Other Share Holders Equity,Balance_Share Holder Equity,Balance_Total Liabilities And Share Holders Equity,CashFlow_Net Income/Loss,CashFlow_Total Depreciation And Amortization - Cash Flow,CashFlow_Other Non-Cash Items,CashFlow_Total Non-Cash Items,CashFlow_Change In Accounts Receivable,CashFlow_Change In Inventories,CashFlow_Change In Accounts Payable,CashFlow_Change In Assets/Liabilities,CashFlow_Total Change In Assets/Liabilities,CashFlow_Cash Flow From Operating Activities,"CashFlow_Net Change In Property, Plant, And Equipment",CashFlow_Net Change In Intangible Assets,CashFlow_Net Acquisitions/Divestitures,CashFlow_Net Change In Short-term Investments,CashFlow_Net Change In Long-Term Investments,CashFlow_Net Change In Investments - Total,CashFlow_Investing Activities - Other,CashFlow_Cash Flow From Investing Activities,CashFlow_Net Long-Term Debt,CashFlow_Net Current Debt,CashFlow_Debt Issuance/Retirement Net - Total,CashFlow_Net Common Equity Issued/Repurchased,CashFlow_Net Total Equity Issued/Repurchased,CashFlow_Total Common And Preferred Stock Dividends Paid,CashFlow_Financial Activities - Other,CashFlow_Cash Flow From Financial Activities,CashFlow_Net Cash Flow,CashFlow_Stock-Based Compensation,CashFlow_Common Stock Dividends Paid,StockPrice,Annual_Basic_EPS,PER,ROI,Operating_Margin,Gross_Margin,Net_Profit_Margin,ROE,Current_Ratio,Debt_to_Equity,EBITDA_Margin
2019 Q3,KHC,KRAFT HEINZ CO/THE,4.24%,0,2019-09-30,6076,4129,1947,0,762,-5,767,1180,-18,1162,264,898,0,898,0,899,1347,1180,0.74,0.74,2315,2078,3158,415,1159,9125,6926,0,84540,2231,93697,102822,9112,28112,1467,41906,51018,12,-3241,-2126,0,51804,102822,1933,688,1166,1854,140,-307,-58,-10,-235,3552,-768,0,1676,0,590,590,13,1511,-1828,0,-1828,0,0,-1953,-132,-3913,1144,46,-1953,21.70096779,-8.87,-2.446557812,0.008743265,0.194206715,0.32044108,0.147959184,0.017353872,1.00142669,0.984827426,0.221691903
2019 Q4,KHC,KRAFT HEINZ CO/THE,4.32%,0,2019-12-31,6536,4429,2107,0,837,-223,1513,594,-267,327,144,183,0,183,0,182,774,594,0.15,0.14,2279,1973,2721,384,740,8097,7055,0,84198,2100,93353,101450,7875,28216,1459,41826,49701,12,-3060,-1886,0,51749,101450,1933,688,1166,1854,140,-307,-58,-10,-235,3552,-768,0,1676,0,590,590,13,1511,-1828,0,-1828,0,0,-1953,-132,-3913,1144,46,-1953,25.26326561,1.59,15.8888463,0.001793987,0.090881273,0.322368421,0.027845777,0.003516976,1.028190476,0.960424356,0.118421053
2020 Q1,KHC,KRAFT HEINZ CO/THE,4.59%,0,2020-03-31,6157,4299,1858,0,862,0,1088,770,-229,541,160,381,0,381,0,378,982,770,0.31,0.31,5403,2321,2831,485,668,11708,6813,0,83321,2231,92365,104073,7934,31531,1395,45015,52949,12,-2686,-2426,0,51124,104073,361,847,3263,4110,-26,-249,207,526,458,4929,-596,0,0,0,0,0,74,-522,-1197,0,-1197,0,0,-1958,-176,-3331,1138,156,-1958,19.78716087,1.57,12.60328718,0.003632066,0.125060906,0.301770343,0.061393536,0.007393788,1.475674313,1.03569752,0.15949326
2020 Q2,KHC,KRAFT HEINZ CO/THE,5.13%,0,2020-06-30,6648,4196,2452,0,918,-1056,3791,-1339,-364,-1703,-51,-1652,0,-1652,0,-1651,-1122,-1339,-1.35,-1.35,2812,2045,2815,471,633,8776,6777,0,80512,2241,89530,98306,8050,28097,1370,41090,49140,12,-4336,-2296,0,49166,98306,361,847,3263,4110,-26,-249,207,526,458,4929,-596,0,0,0,0,0,74,-522,-1197,0,-1197,0,0,-1958,-176,-3331,1138,156,-1958,25.83884621,-0.15,-172.2589747,-0.016794499,-0.201413959,0.368832732,-0.248345367,-0.033580116,1.090186335,0.999471179,-0.168772563
2020 Q3,KHC,KRAFT HEINZ CO/THE,4.13%,0,2020-09-30,6441,4097,2344,0,897,0,1197,1147,-241,906,308,598,0,598,0,597,1348,1147,0.49,0.49,2720,1979,2661,382,2323,10065,6558,0,79279,2220,88057,98122,7694,27882,1496,41087,48781,12,-3739,-2258,0,49341,98122,361,847,3263,4110,-26,-249,207,526,458,4929,-596,0,0,0,0,0,74,-522,-1197,0,-1197,0,0,-1958,-176,-3331,1138,156,-1958,24.54501152,-0.4,-61.3625288,0.006084262,0.178077938,0.363918646,0.092687471,0.012099471,1.308162204,0.988650412,0.209284273
2020 Q4,KHC,KRAFT HEINZ CO/THE,4.18%,0,2020-12-31,6939,4416,2523,0,973,0,973,1550,-264,1286,252,1034,0,1034,0,1032,1767,1550,0.84,0.84,3417,2063,2773,132,2437,10822,6876,0,79756,2376,89008,99830,8061,28070,1751,41526,49587,12,-2694,-1967,0,50243,99830,361,847,3263,4110,-26,-249,207,526,458,4929,-596,0,0,0,0,0,74,-522,-1197,0,-1197,0,0,-1958,-176,-3331,1138,156,-1958,28.74488068,0.29,99.12027819,0.010337574,0.223375126,0.36359706,0.1487246,0.020540175,1.342513336,0.986943455,0.254647644
2021 Q1,KHC,KRAFT HEINZ CO/THE,4.82%,0,2021-03-31,6394,4193,2201,0,882,0,1112,1089,-385,704,136,568,0,568,0,563,1309,1089,0.46,0.46,2360,2079,2676,136,5885,13136,6579,0,76468,2481,85528,98664,7570,27074,1726,40663,48233,12,-2131,-1898,0,50431,98664,1024,903,3031,3934,87,-144,408,55,406,5364,-905,0,4940,0,-28,-28,31,4038,-6202,0,-6202,-271,-271,-1959,-912,-9344,28,197,-1959,33.51284027,0.44,76.16554607,0.005706235,0.170315921,0.344228965,0.088051298,0.011163768,1.735270806,0.956415697,0.204723178
2021 Q2,KHC,KRAFT HEINZ CO/THE,4.53%,0,2021-06-30,6615,4324,2291,0,943,-78,1056,1235,-590,645,670,-25,0,-25,0,-27,1461,1235,-0.02,-0.02,3941,2008,2820,149,2467,11385,6611,0,76418,2624,85653,97038,9879,23545,1847,37017,46896,12,-2158,-1720,0,50142,97038,1024,903,3031,3934,87,-144,408,55,406,5364,-905,0,4940,0,-28,-28,31,4038,-6202,0,-6202,-271,-271,-1959,-912,-9344,28,197,-1959,34.47850418,1.77,19.47938089,-0.000278242,0.186696901,0.346334089,-0.004081633,-0.000538471,1.152444579,0.935263851,0.220861678
2021 Q3,KHC,KRAFT HEINZ CO/THE,4.09%,0,2021-09-30,6324,4296,2028,0,872,0,872,1156,-277,879,143,736,0,736,0,733,1382,1156,0.6,0.59,2273,1958,2839,158,2329,9557,6588,0,76189,2563,85340,94897,8455,22937,1638,36204,44659,12,-1425,-1858,0,50238,94897,1024,903,3031,3934,87,-144,408,55,406,5364,-905,0,4940,0,-28,-28,31,4038,-6202,0,-6202,-271,-271,-1959,-912,-9344,28,197,-1959,31.47903061,1.88,16.74416522,0.007724164,0.182795699,0.320683112,0.115907653,0.014590549,1.130337079,0.888948605,0.218532574
2021 Q4,KHC,KRAFT HEINZ CO/THE,3.53%,0,2021-12-31,6709,4547,2162,0,891,-1238,2182,-20,-500,-520,-265,-255,0,-255,0,-257,211,-20,-0.21,-0.21,3445,1957,2729,136,727,8994,6806,0,74838,2756,84400,93394,9064,21061,3076,34882,43946,12,-1682,-1824,0,49448,93394,1024,903,3031,3934,87,-144,408,55,406,5364,-905,0,4940,0,-28,-28,31,4038,-6202,0,-6202,-271,-271,-1959,-912,-9344,28,197,-1959,31.03909111,0.83,37.39649531,-0.002751783,-0.00298107,0.322253689,-0.038306752,-0.005197379,0.99227714,0.888731597,0.031450291
2022 Q1,KHC,KRAFT HEINZ CO/THE,3.53%,0,2022-03-31,6045,4114,1931,0,827,0,816,1115,-144,971,190,781,0,781,0,776,1331,1115,0.63,0.63,2978,2067,3093,179,958,9275,6602,0,75080,2907,84589,93864,9064,20970,3168,35003,44067,12,-905,-1812,0,49797,93864,2368,933,651,1584,-228,-1121,152,-286,-1483,2469,-916,0,-393,0,0,0,218,-1091,-1465,0,-1465,-280,-280,-1960,-9,-3714,-2405,148,-1960,34.41711426,1,34.41711426,0.00826728,0.184449959,0.319437552,0.128370554,0.015583268,1.023278906,0.884932827,0.220181969
2022 Q2,KHC,KRAFT HEINZ CO/THE,4.14%,0,2022-06-30,6554,4570,1984,0,812,-395,1442,542,-143,399,134,265,0,265,0,265,775,542,0.22,0.21,1518,2145,3433,191,851,8138,6568,0,74136,2834,83538,91676,9119,19724,3163,33595,42714,12,-640,-2410,0,48962,91676,2368,933,651,1584,-228,-1121,152,-286,-1483,2469,-916,0,-393,0,0,0,218,-1091,-1465,0,-1465,-280,-280,-1960,-9,-3714,-2405,148,-1960,33.66256332,1.24,27.14722849,0.002890615,0.082697589,0.302715899,0.040433323,0.005412361,0.892422415,0.872390834,0.118248398
2022 Q3,KHC,KRAFT HEINZ CO/THE,3.67%,0,2022-09-30,6505,4662,1843,0,798,-74,1092,751,-206,545,110,435,0,435,0,432,976,751,0.35,0.35,997,2055,3535,224,1049,7860,6417,0,72928,2787,82132,89992,8686,19296,3188,33000,41686,12,-208,-3004,0,48306,89992,2368,933,651,1584,-228,-1121,152,-286,-1483,2469,-916,0,-393,0,0,0,218,-1091,-1465,0,-1465,-280,-280,-1960,-9,-3714,-2405,148,-1960,29.74062538,0.99,30.04103574,0.004800427,0.115449654,0.283320523,0.066410453,0.008942988,0.904904444,0.862956983,0.150038432
2022 Q4,KHC,KRAFT HEINZ CO/THE,4.43%,0,2022-12-31,7381,5017,2364,0,1138,0,1138,1226,-175,1051,164,887,0,887,0,890,1485,1226,0.73,0.72,1040,2120,3651,240,846,7897,6740,0,73482,2394,82616,90513,9028,19233,3086,32655,41683,12,489,-2810,0,48830,90513,2368,933,651,1584,-228,-1121,152,-286,-1483,2469,-916,0,-393,0,0,0,218,-1091,-1465,0,-1465,-280,-280,-1960,-9,-3714,-2405,148,-1960,36.68066406,1.93,19.00552542,0.009832842,0.166102154,0.320281805,0.120579867,0.0182265,0.874723084,0.85363506,0.20119225
2023 Q1,KHC,KRAFT HEINZ CO/THE,3.87%,0,2023-03-31,6489,4376,2113,0,870,0,870,1243,-192,1051,214,837,0,837,0,836,1460,1243,0.68,0.68,826,2286,4016,329,759,8216,6776,0,73553,2398,82727,90943,8954,19263,3066,32676,41630,12,831,-2748,0,49313,90943,2846,961,975,1936,18,-106,-295,-423,-806,3976,-1013,0,0,0,0,0,97,-916,-191,0,-191,-455,-455,-1965,-67,-2678,363,141,-1965,35.21011353,1.98,17.78288562,0.009192571,0.191554939,0.325627986,0.12883341,0.016952933,0.917578736,0.844199298,0.224996147
2023 Q2,KHC,KRAFT HEINZ CO/THE,3.32%,0,2023-06-30,6721,4460,2261,0,885,0,885,1376,-204,1172,174,998,0,998,0,1000,1588,1376,0.81,0.81,947,2237,3820,296,694,7994,6866,0,73667,2429,82962,90956,8385,19367,2893,32597,40982,12,1336,-2631,0,49974,90956,2846,961,975,1936,18,-106,-295,-423,-806,3976,-1013,0,0,0,0,0,97,-916,-191,0,-191,-455,-455,-1965,-67,-2678,363,141,-1965,32.66301346,2.57,12.70934376,0.010994327,0.204731439,0.336408273,0.148787383,0.020010405,0.953369112,0.820066435,0.236274364
2023 Q3,KHC,KRAFT HEINZ CO/THE,3.48%,0,2023-09-30,6570,4335,2235,0,920,-152,1582,653,-193,460,206,254,0,254,0,262,924,653,0.21,0.21,1052,2103,3779,245,659,7838,6813,0,72624,2381,81818,89656,7804,19270,2849,32418,40222,12,1104,-2863,0,49434,89656,2846,961,975,1936,18,-106,-295,-423,-806,3976,-1013,0,0,0,0,0,97,-916,-191,0,-191,-455,-455,-1965,-67,-2678,363,141,-1965,31.32378006,2.43,12.89044447,0.002922281,0.099391172,0.340182648,0.039878234,0.005299996,1.00435674,0.813650524,0.140639269
2023 Q4,KHC,KRAFT HEINZ CO/THE,3.42%,0,2023-12-31,6860,4543,2317,0,1017,0,1017,1300,-350,950,193,757,0,757,0,757,1561,1300,0.63,0.61,1400,2112,3614,234,569,7929,7122,0,72907,2381,82410,90339,8037,19394,2842,32614,40651,12,1367,-2604,0,49688,90339,2846,961,975,1936,18,-106,-295,-423,-806,3976,-1013,0,0,0,0,0,97,-916,-191,0,-191,-455,-455,-1965,-67,-2678,363,141,-1965,34.83097458,2.33,14.94891613,0.008379548,0.189504373,0.337755102,0.110349854,0.015235067,0.98656215,0.818125101,0.22755102
2024 Q1,KHC,KRAFT HEINZ CO/THE,3.62%,0,2024-03-31,6411,4168,2243,0,941,0,941,1302,-273,1029,225,804,0,804,0,801,1529,1302,0.66,0.66,1626,2216,3578,292,521,8233,7036,0,72686,2354,82076,90309,7571,19923,2767,33085,40656,12,1680,-2669,0,49653,90309,2746,948,1079,2027,-139,-6,-308,-136,-589,4184,-1024,-140,8,0,0,0,133,-1023,-24,0,-24,-988,-988,-1931,-65,-3008,82,109,-1931,35.15340042,2.31,15.21792226,0.008869548,0.203088442,0.349867415,0.124941507,0.016131956,1.087438912,0.818802489,0.238496334
2024 Q2,KHC,KRAFT HEINZ CO/THE,3.75%,0,2024-06-30,6476,4182,2294,0,918,0,1772,522,-174,348,248,100,0,100,0,102,760,522,0.08,0.08,900,2160,3573,273,624,7530,7038,0,71848,2381,81267,88797,7486,19265,2705,32290,39776,12,1297,-2738,0,49021,88797,2746,948,1079,2027,-139,-6,-308,-136,-589,4184,-1024,-140,8,0,0,0,133,-1023,-24,0,-24,-988,-988,-1931,-65,-3008,82,109,-1931,31.05319023,1.58,19.65391787,0.001148687,0.080605312,0.354231007,0.015750463,0.002080741,1.005877638,0.811407356,0.117356393
2024 Q3,KHC,KRAFT HEINZ CO/THE,4.29%,0,2024-09-30,6383,4197,2186,0,859,-721,2287,-101,-182,-283,7,-290,0,-290,0,-290,142,-101,-0.24,-0.24,1284,2178,3872,228,640,8202,7137,0,70748,2479,80364,88566,7728,19383,2823,32375,40103,12,521,-2547,0,48463,88566,2746,948,1079,2027,-139,-6,-308,-136,-589,4184,-1024,-140,8,0,0,0,133,-1023,-24,0,-24,-988,-988,-1931,-65,-3008,82,109,-1931,34.22681046,1.13,30.28921279,-0.003274394,-0.015823281,0.342472192,-0.045433182,-0.005983947,1.061335404,0.827497266,0.022246593
2024 Q4,KHC,KRAFT HEINZ CO/THE,3.74%,0,2024-12-31,6576,4331,2245,0,898,-1310,2285,-40,-198,-238,-2370,2132,0,2132,0,2131,200,-40,1.77,1.76,1334,2147,3376,215,583,7655,7152,0,68772,4708,80632,88287,7253,19215,2680,31715,38968,12,2171,-2915,0,49319,88287,2746,948,1079,2027,-139,-6,-308,-136,-589,4184,-1024,-140,8,0,0,0,133,-1023,-24,0,-24,-988,-988,-1931,-65,-3008,82,109,-1931,30.31728935,2.27,13.35563408,0.024137189,-0.006082725,0.341392944,0.324057178,0.0432085,1.055425341,0.790121454,0.030413625
2015 Q4,KMI,KINDER MORGAN INC,0.30%,1,2015-12-31,3636,778,2858,0,936,-432,3102,-244,-449,-693,43,-736,0,-736,0,-721,1502,-244,-0.33,-0.33,289,1355,407,0,773,2824,40547,6040,27341,0,81280,84104,4065,42406,2230,44636,48701,22,-6103,-461,0,35403,84104,208,3510,1380,4890,382,34,-154,187,486,5313,-5936,0,0,0,0,0,230,-5706,-800,0,-800,3858,5399,-4258,-24,317,-86,0,-4258,9.310585976,0.1,93.10585976,-0.008572719,-0.067106711,0.786028603,-0.198294829,-0.020365506,0.694710947,1.375617885,0.413091309
2016 Q1,KMI,KINDER MORGAN INC,0.37%,0,2016-03-31,3195,731,2464,0,863,-234,1648,816,-348,468,154,314,0,314,0,276,1381,816,0.12,0.12,175,1203,364,0,739,2481,41042,6035,27297,0,81748,84229,4396,42105,2182,44287,48683,22,-6106,-414,0,35546,84229,721,2268,2005,4273,-107,49,144,-218,-119,4758,-2885,0,1401,0,35,35,-176,-1625,-1431,0,-1431,0,0,-1296,90,-2637,498,0,-1142,11.24408245,0.02,562.2041225,0.003276781,0.255399061,0.771205008,0.086384977,0.007764587,0.564376706,1.369577449,0.432237872
2016 Q2,KMI,KINDER MORGAN INC,0.38%,0,2016-06-30,3144,752,2392,0,902,2,1452,940,-352,588,213,375,0,375,0,333,1508,940,0.15,0.15,180,1278,361,0,651,2470,41199,6202,27242,0,81847,84317,6566,40201,2077,42278,48844,22,-6053,-554,0,35473,84317,721,2268,2005,4273,-107,49,144,-218,-119,4758,-2885,0,1401,0,35,35,-176,-1625,-1431,0,-1431,0,0,-1296,90,-2637,498,0,-1142,11.86661339,0.02,593.3306694,0.003949382,0.298982188,0.760814249,0.105916031,0.009387421,0.376180323,1.37693457,0.479643766
2016 Q3,KMI,KINDER MORGAN INC,0.36%,-1,2016-09-30,3330,971,2359,0,853,-75,1477,882,-688,194,377,-183,0,-183,0,-227,1446,882,-0.1,-0.1,1245,1282,325,0,511,3363,38780,7358,25547,0,78241,81604,6044,38518,2074,40592,46636,22,-6560,-557,0,34968,81604,721,2268,2005,4273,-107,49,144,-218,-119,4758,-2885,0,1401,0,35,35,-176,-1625,-1431,0,-1431,0,0,-1296,90,-2637,498,0,-1142,14.75317955,-0.16,-92.20737219,-0.002781726,0.264864865,0.708408408,-0.068168168,-0.00649165,0.55641959,1.333676504,0.434234234
2016 Q4,KMI,KINDER MORGAN INC,0.00%,-1,2016-12-31,3389,975,2414,0,878,-79,1514,900,-512,388,173,215,0,215,0,170,1471,900,0.08,0.08,787,1550,357,0,535,3229,38705,7027,25470,0,77076,80305,5924,37354,2225,39579,45503,22,-6669,-661,0,34802,80305,721,2268,2005,4273,-107,49,144,-218,-119,4758,-2885,0,1401,0,35,35,-176,-1625,-1431,0,-1431,0,0,-1296,90,-2637,498,0,-1142,13.2888279,0.25,53.15531158,0.002116929,0.265565063,0.712304515,0.05016229,0.004884777,0.545070898,1.307482329,0.434051343
2013 Q2,KO,COCA-COLA CO/THE,17.47%,1,2013-06-30,12749,4989,7760,0,4385,-132,4517,3243,282,3525,831,2694,0,2694,0,2676,3717,3243,0.6,0.59,19213,5516,3643,3055,1145,32572,14549,10829,27706,3855,56939,89511,32469,14179,4934,24411,56880,1760,59978,-4083,0,32631,89511,8626,1977,871,2848,0,0,0,-932,-932,10542,-2439,0,519,-1991,0,-1991,-303,-4214,4711,0,4711,-3504,-3504,-4969,17,-3745,1972,227,-4969,27.73083305,1.92,14.44314222,0.029895767,0.254372892,0.60867519,0.209898816,0.082007907,1.003172257,1.743127701,0.291552279
2013 Q3,KO,COCA-COLA CO/THE,16.46%,0,2013-09-30,12030,4793,7237,0,4424,-341,4765,2472,908,3380,925,2455,0,2455,0,2447,2969,2472,0.55,0.54,20459,5116,3321,2680,0,31576,14548,11535,27503,4270,57856,89432,33042,14173,4445,23925,56967,1760,61187,-4699,0,32465,89432,8626,1977,871,2848,0,0,0,-932,-932,10542,-2439,0,519,-1991,0,-1991,-303,-4214,4711,0,4711,-3504,-3504,-4969,17,-3745,1972,227,-4969,26.3795433,1.96,13.45895067,0.027361571,0.205486284,0.601579385,0.203408146,0.075373479,0.955632226,1.754720468,0.246799667
2013 Q4,KO,COCA-COLA CO/THE,15.76%,0,2013-12-31,11040,4315,6725,0,4319,-301,4620,2105,123,2228,520,1708,0,1708,0,1710,2638,2105,0.4,0.38,20268,4873,3277,2886,0,31304,14967,11512,27611,4661,58751,90055,27811,19154,3498,28804,56615,1760,61660,-3432,0,33440,90055,8626,1977,871,2848,0,0,0,-932,-932,10542,-2439,0,519,-1991,0,-1991,-303,-4214,4711,0,4711,-3504,-3504,-4969,17,-3745,1972,227,-4969,28.96971703,1.94,14.93284383,0.018988396,0.19067029,0.609148551,0.154891304,0.051136364,1.125597785,1.693032297,0.238949275
2014 Q1,KO,COCA-COLA CO/THE,14.62%,0,2014-03-31,10576,4083,6493,0,3989,-128,4117,2376,-171,2205,579,1626,0,1626,0,1619,2849,2376,0.37,0.36,19433,5233,3357,3029,0,31052,14860,13127,27595,4655,60237,91289,30056,18640,3414,28311,58367,1760,61937,-3594,0,32922,91289,7124,1976,1954,3930,0,0,0,-439,-439,10615,-2183,0,-241,-4814,0,-4814,-268,-7506,4712,0,4712,-2630,-2630,-5350,-363,-3631,-1456,209,-5350,27.32614136,1.92,14.23236529,0.017734886,0.224659607,0.613937216,0.153082451,0.049176842,1.033138142,1.772887431,0.26938351
2014 Q2,KO,COCA-COLA CO/THE,15.75%,0,2014-06-30,12574,4819,7755,0,4384,-201,4585,3170,214,3384,779,2605,0,2605,0,2595,3664,3170,0.59,0.58,21609,5870,3536,2856,0,33871,14918,14458,27437,4805,61618,95489,32629,18643,3447,28559,61188,1760,63194,-2986,0,34301,95489,7124,1976,1954,3930,0,0,0,-439,-439,10615,-2183,0,-241,-4814,0,-4814,-268,-7506,4712,0,4712,-2630,-2630,-5350,-363,-3631,-1456,209,-5350,30.16659737,1.91,15.79403003,0.027175905,0.252107523,0.616748847,0.206378241,0.075653771,1.038064299,1.783854698,0.291394942
2014 Q3,KO,COCA-COLA CO/THE,15.74%,0,2014-09-30,11976,4630,7346,0,4507,-128,4635,2711,-51,2660,538,2122,0,2122,0,2114,3221,2711,0.48,0.48,23714,5081,3277,3277,103,35452,14738,14319,26955,4850,60862,96314,32760,20111,3383,29885,62645,1760,63972,-3843,0,33669,96314,7124,1976,1954,3930,0,0,0,-439,-439,10615,-2183,0,-241,-4814,0,-4814,-268,-7506,4712,0,4712,-2630,-2630,-5350,-363,-3631,-1456,209,-5350,30.60157394,1.84,16.63129019,0.021949042,0.226369405,0.613393454,0.176519706,0.062787728,1.082173382,1.860613621,0.268954576
2014 Q4,KO,COCA-COLA CO/THE,15.44%,0,2014-12-31,10872,4357,6515,0,4338,-726,5064,1451,-375,1076,305,771,0,771,0,770,1950,1451,0.18,0.18,21675,4466,3100,3066,679,32986,14633,13625,26372,4407,59037,92023,32374,19063,4389,29088,61462,1760,63408,-5777,0,30561,92023,7124,1976,1954,3930,0,0,0,-439,-439,10615,-2183,0,-241,-4814,0,-4814,-268,-7506,4712,0,4712,-2630,-2630,-5350,-363,-3631,-1456,209,-5350,30.49528885,1.62,18.82425238,0.008367473,0.133462104,0.599245769,0.070824135,0.025195511,1.018904059,2.01112529,0.179359823
2015 Q1,KO,COCA-COLA CO/THE,15.14%,0,2015-03-31,10711,4103,6608,0,4079,-233,4312,2296,-315,1981,415,1566,0,1566,0,1557,2769,2296,0.36,0.35,20049,4461,3219,3605,785,32119,14346,13895,26054,4602,58897,91016,26123,26087,4296,35815,61938,1760,63524,-7069,0,29078,91016,7366,1970,1349,3319,0,0,0,-157,-157,10528,-2468,0,-1926,-1752,0,-1752,-40,-6186,2696,0,2696,-2319,-2319,-5741,251,-5113,-1649,236,-5741,29.5320797,1.61,18.34290664,0.017106882,0.21435907,0.61693586,0.145364578,0.053545636,1.229529533,2.130063966,0.258519279
2015 Q2,KO,COCA-COLA CO/THE,14.32%,0,2015-06-30,12156,4748,7408,0,4204,-669,4873,2535,1826,4361,1250,3111,0,3111,0,3108,3023,2535,0.71,0.71,20947,4976,3224,3159,497,32803,14365,15773,26080,4517,60735,93538,28852,25977,4283,36045,64897,1760,65196,-8736,0,28641,93538,7366,1970,1349,3319,0,0,0,-157,-157,10528,-2468,0,-1926,-1752,0,-1752,-40,-6186,2696,0,2696,-2319,-2319,-5741,251,-5113,-1649,236,-5741,28.80644989,1.73,16.6511271,0.033227138,0.208538993,0.60941099,0.255676209,0.108515764,1.136940247,2.265877588,0.248683778
2015 Q3,KO,COCA-COLA CO/THE,12.60%,0,2015-09-30,11427,4577,6850,0,4207,-264,4471,2379,-654,1725,272,1453,0,1453,0,1449,2861,2379,0.33,0.33,22774,4028,2910,3029,3853,36594,12615,14934,24419,4446,56414,93008,31545,25949,4194,35196,66741,1760,65209,-10813,0,26267,93008,7366,1970,1349,3319,0,0,0,-157,-157,10528,-2468,0,-1926,-1752,0,-1752,-40,-6186,2696,0,2696,-2319,-2319,-5741,251,-5113,-1649,236,-5741,29.71520233,1.58,18.80709008,0.015579305,0.208191126,0.599457425,0.126804936,0.055164275,1.160057061,2.540868771,0.250371926
2015 Q4,KO,COCA-COLA CO/THE,13.03%,0,2015-12-31,10000,4054,5946,0,3937,-491,4428,1518,20,1538,302,1236,0,1236,0,1237,2045,1518,0.29,0.28,19900,3941,2902,2752,3900,33395,12571,15788,24132,4110,56601,89996,26929,28311,4301,37303,64232,1760,65018,-10174,0,25764,89996,7366,1970,1349,3319,0,0,0,-157,-157,10528,-2468,0,-1926,-1752,0,-1752,-40,-6186,2696,0,2696,-2319,-2319,-5741,251,-5113,-1649,236,-5741,32.06269455,1.69,18.97200861,0.013745055,0.1518,0.5946,0.1237,0.048012731,1.240112889,2.493091135,0.2045
2016 Q1,KO,COCA-COLA CO/THE,14.43%,0,2016-03-31,10282,4069,6213,0,3761,-311,4072,2141,-247,1894,401,1493,0,1493,0,1483,2599,2141,0.34,0.34,22211,4147,3052,3314,3786,36510,12613,13796,24030,4314,54753,91263,30987,26990,3820,35147,66134,1760,64985,-10789,0,25129,91263,6550,1787,680,2467,0,0,0,-225,-225,8792,-2112,0,197,1216,0,1216,-305,-1004,1666,0,1666,-2247,-2247,-6043,79,-6545,943,258,-6043,34.89263916,1.67,20.8937959,0.01624974,0.208227971,0.604259872,0.14423264,0.05901548,1.178236034,2.631780015,0.252771834
2016 Q2,KO,COCA-COLA CO/THE,13.98%,0,2016-06-30,11539,4471,7068,0,3912,-297,4209,2859,1440,4299,839,3460,0,3460,0,3448,3304,2859,0.8,0.79,24075,4768,3005,3332,693,35873,12663,17499,23689,4370,58221,94094,29544,29252,3963,37712,67256,1760,66921,-10153,0,26838,94094,6550,1787,680,2467,0,0,0,-225,-225,8792,-2112,0,197,1216,0,1216,-305,-1004,1666,0,1666,-2247,-2247,-6043,79,-6545,943,258,-6043,34.35681915,1.76,19.52091997,0.036644207,0.247768437,0.612531415,0.298812722,0.128474551,1.214222854,2.505998957,0.286333304
2016 Q3,KO,COCA-COLA CO/THE,13.14%,0,2016-09-30,10633,4131,6502,0,4009,-222,4231,2271,-843,1428,378,1050,0,1050,0,1046,2691,2271,0.24,0.24,25569,4082,2751,3091,2463,37956,11172,18027,22246,4526,55971,93927,27792,31663,3984,39890,67682,1760,66457,-10209,0,26245,93927,6550,1787,680,2467,0,0,0,-225,-225,8792,-2112,0,197,1216,0,1216,-305,-1004,1666,0,1666,-2247,-2247,-6043,79,-6545,943,258,-6043,32.33750916,1.67,19.36377794,0.011136308,0.213580363,0.611492523,0.09837299,0.039855211,1.365716753,2.578853115,0.253080034
